wikidata_id;lang_code;label;aliases
Q117344775;de;Pausanias von Antiochia;
Q117344775;en;Pausanias of Antiochia;Pausanias|Pasanias of Antiocheia
Q117344775;fr;Pausanias d'Antioche;
Q117344775;it;Pausania di Antiochia;
Q117344775;sl;Pavzanij iz Antiohije;
Q120355788;el;Κλήμης;
Q120355788;de;Clemens von Antiochia;
Q120355788;en;Clement of Antioch;
Q120355788;fr;Clément d'Antioche;
Q120355788;grc;Κλήμης;
Q120355788;la;Clemens Antiochiensis;
Q120355788;sl;Klemen iz Antiohije;
Q120356423;de;Daniel, Sohn des Moses von Tur Abdin;Daniel, Sohn des Samuel von Tur Abdin|Daniel, Sohn von Moses dem Jakobiten
Q120356423;en;Daniel, son of Moses of Tur Abdin;Daniel, son of Moses the Jacobite|Daniel, son of Samuel of Tur Abdin
Q120356451;es;Pethyon;
Q120356451;fr;Pethyon;
Q120356451;gl;Pethyon;
Q120356451;it;Pethyon;
Q120356451;nl;Pethyon;
Q120356451;pt;Pethyon;
Q120356451;pt-br;Pethyon;
Q120356451;sv;Pethyon;
Q120356466;de;Johannes genannt Glybo;
Q120356466;en;John called Glybo;
Q247137;nl;Aelius Donatus;
Q247137;nn;Aelius Donatus;
Q247137;pt;Élio Donato;
Q247137;pt-br;Élio Donato;
Q247137;sh;Elije Donat;
Q247137;sk;Aelius Donatus;
Q247137;sl;Aelius Donatus;
Q247137;sq;Aelius Donatus;
Q247137;sr;Елије Донат;
Q247137;sv;Aelius Donatus;
Q247137;tr;Aelius Donatus;
Q247137;uk;Елій Донат;
Q275899;nl;Egeria;
Q275899;eo;Egeria;
Q275899;pt-br;Egeria;
Q275899;sq;Egeria;
Q275899;el;Αιθερία;
Q275899;ast;Exeria;
Q275899;he;אגריה;
Q275899;ar;إغيريا;
Q275899;fi;egeria;
Q275899;hu;Aeteria Sylvia;
Q275899;ja;エゲリア (巡礼者);
Q275899;mwl;Eigéria;
Q275899;sh;Egerija (hodočasnica);
Q275899;sr;Егеријин итинераријум;
Q275899;uk;Егерія;
Q275899;zh;埃格里娅;
Q297183;uz;Gay;
Q297183;ar;غايوس جراكوس;
Q297183;az;Qay Semproni Qrakx;
Q297183;bg;Гай Гракх;
Q297183;cy;Gaius Gracchus;
Q297183;da;Gaio Sempronio Gracco;
Q297183;el;Γάιος Σεμπρόνιος Γράκχος;
Q297183;eo;Gaius Sempronius Gracchus;
Q297183;eu;Gaio Grako;
Q297183;fa;گایوس گراکوس;
Q297183;hr;Gaj Grakho;
Q297183;hu;Cayo Sempronio Graco;
Q297183;hy;Տիբերիոս և Գայոս Գրակքոսներ;
Q297183;id;Gaius Gracchus;
Q297183;ko;가이우스 그라쿠스;
Q297183;kw;Gaius Gracchus;
Q297183;lt;Gajus Grakchas;
Q297183;nb;Gaius Gracchus;
Q297183;nn;Gaio Sempronio Gracco;
Q297183;pl;Gajusz Grakchus;
Q297183;pt-br;Caio Graco;
Q297183;sq;Gaius Gracchus;
Q297183;sr-ec;Гај Семпроније Грах;
Q297183;sr-el;Gaj Sempronije Grah;
Q297183;tl;Gaius Gracchus;
Q297183;tr;Gaius Gracchus;
Q297183;zh-cn;盖约·格拉古;
Q297183;zh-hans;盖约·格拉古;
Q297183;zh-hant;蓋約·格拉古;
Q297183;zh-hk;蓋約·格拉古;
Q297183;zh-sg;盖约·格拉古;
Q929311;eo;Hegesias de Magnesia;Ἡγησίας ὁ Μάγνης
Q921175;pt;Eufórion de Cálcis;Euforion de Cálcis
Q921175;ja;エウポリオン;カルキスのエウポリオン
Q921175;es;Euforión de Calcis;Euforion de Calcis
Q921175;la;Euphorion Chalcidensis;Euphorion|Euphorion Epicus
Q868066;sh;Domicije Afer;Domitius Afer
Q868066;pt;Domício Afer;Domitius Afer|Gnaeus Domitius Afer
Q868066;it;Gneo Domizio Afro;Domizio Afro|Domizio Afro di Nimes
Q868066;he;גנאיוס דומיטיוס אפר;דומיטיוס אפר
Q868066;fr;Cnaeus Domitius Afer;Domitius Afer|Gnaeus Domitius Afer
Q868066;es;Domicio Afro;Domicio Áfer
Q868066;en;Gnaeus Domitius Afer;Domitius Afer
Q868066;ca;Domici Afer;Domitius Afer
Q730625;la;Asius Samius;Asius Elegiacus|Asius Epicus
Q730625;el;Άσιος;Άσιος ο Σάμιος
Q730625;fr;Asios de Samos;Asius|Asios|Asius de Samos
Q730625;en;Asius of Samos;Asius|Asios of Samos
Q730625;es;Asio de Samos;Asio
Q707744;ru;Фруктуоз Таррагонский;Авгурий из Таррагоны|Евлогий из Таррагоны|Фруктуоз из Таррагоны
Q707744;fr;Fructueux de Tarragone;Saint-Fructueux
Q707744;es;Fructuoso de Tarragona;Fructuoso de Tarraco|Fuctuoso de Tarragona
Q707744;it;Fruttuoso di Tarragona;San Fruttuoso|San Fruttuoso di Tarragona
Q707744;an;Fertús de Tarraco;Sant Fertús|Fertús|Fertús de Tarragona|Sant Fertús de Tarragona
Q707744;ca;Fructuós de Tarragona;Fructuós, Auguri i Eulogi de Tarragona|Auguri de Tarragona|Auguri i Eulogi|Eulogi de Tarragona|Fructuós, Auguri i Eulogi|Fruitós de Tarragona
Q707744;nl;Fructuosus van Tarragona;Fructuosus
Q707744;de;Fructuosus von Tarragona;Fructuosus
Q707738;sl;Lucij Marcij Filip;Lucius Marcius Philippus
Q707738;nl;Lucius Marcius Philippus;Lucius Marcius Philippus (consul in 56 v.Chr.)
Q707738;la;Lucius Marcius Philippus;L. Marcius L.f.Q.n. Philippus
Q707738;ja;ルキウス・マルキウス・ピリップス;ルキウス・マルキウス・フィリップス
Q707738;bg;Луций Марций Филип;Луций Марий Филип
Q707738;sh;Lucije Marcije Filip;Lucius Marcius Philippus
Q707738;en;Lucius Marcius Philippus;L. Marcius Philippus|L. Philippus|Lucius Philippus|L. Marcius L. f. Philippus
Q660678;sv;Maximin von Trier;Heiliger Maximin|Maximin of Trier
Q660678;pt;Maximin von Trier;Heiliger Maximin|Maximin of Trier
Q660678;nl;Maximinus van Trier;Maximin van Trier|Maximinus I van Trier
Q660678;nb;Maximin von Trier;Heiliger Maximin|Maximin of Trier
Q660678;lb;Maximäin vun Tréier;Hellege Maximin|Maximin vun Tréier
Q660678;it;Massimino di Treviri;San Massimino di Treviri
Q660678;fi;Maximin von Trier;Heiliger Maximin|Maximin of Trier
Q660678;de;Maximin von Trier;Heiliger Maximin
Q648287;zh;兰普萨库斯的伊多墨纽斯;兰普萨克斯的伊多墨纽斯
Q648287;la;Idomeneus Lampsacenus;Idomeneus Historicus
Q648287;es;Idomeneo de Lámpsaco;Idomeneo de Lampsaco
Q648287;el;Ιδομενεύς ο Λαμψακηνός;Ιδομενεύς Λαμψακηνός|Ἰδομενεύς Λαμψακηνός
Q648287;de;Idomeneus von Lampsakos;Idomeneus aus Lampsakos
Q616354;ru;Луп Труанский;Луп Тройский|Лупп Исповедник|Лупп Трикассинский|Лупп Тройский|Лупп Труанский|Луп Исповедник|Луп Трикассинский
Q4162012;nl;Dionysius of Cyrene;
Q4162012;ru;Дионисий Киренский;
Q4162012;sq;Dionysius of Cyrene;
Q4162012;tr;Kireneli Dionysius;
Q4162012;uk;Діонісій Кіренський;
Q8016536;ar;تصنيف:كتاب سفر يونانيون قدماء;
Q8016536;ce;Категори:Шира Желтойчоьнан новкъахой;
Q8016536;en;Category:Ancient Greek travel writers;
Q8016536;fa;رده:سفرنامهنویسان یونان باستان;
Q8016536;ml;Category:Ancient Greek travel writers;
Q8016536;ru;Категория:Путешественники Древней Греции;
Q8016536;uk;Категорія:Давньогрецькі мандрівники;
Q9293629;de;Honoratus von Marseille;
Q9293629;en;Honoratus of Marseille;
Q9293629;fr;Honorat de Marseille;
Q9293629;it;Onorato di Marsiglia;
Q9293629;la;Honoratus Massiliensis;
Q9293629;nl;Honoratus van Marseille;
Q9293629;ca;Honorat de Marsella;
Q9293629;pl;Honorat z Marsylii;
Q9293629;sq;Honorat z Marsylii;
Q9358666;ast;Ticida;
Q9358666;it;Ticida;
Q9358666;pl;Ticida;
Q9358666;de;Ticidas;
Q9358666;en;Ticidas;
Q9358666;fr;Ticidas;
Q9358666;nl;Ticidas;
Q9358666;ru;Тицида;
Q9358666;sq;Ticidas;
Q11906114;it;Antigene;
Q11906114;ca;Antígenes;
Q11906114;de;Antigenes;
Q11906114;el;Αντιγένης;
Q11906114;en;Antigenes;
Q11906114;es;Antigenes;
Q11906114;sq;Antigenes;
Q11906116;en;Antilochus;
Q11906116;de;Antilochos;
Q11906116;la;Antilochus;
Q11906116;ca;Antíloc;
Q11906116;es;Antíloco;
Q11906116;fa;آنتیلوخوس (تاریخنگار);
Q11906116;fr;Antilochos;
Q11906116;gl;Antíloco (historiador);
Q11906116;it;Antiloco;
Q11906116;sq;Antilochus;
Q11906526;en;Aristophon;
Q11906526;ca;Aristofont;
Q11906526;fr;Aristophon;
Q11906526;it;Aristofonte;
Q11917225;de;Diodoros Zonas;
Q11917225;it;Diodoro Zona;
Q11917225;nl;Zonas of Sardis;
Q11917225;ru;Диодор Зона;
Q11917225;sq;Zonas of Sardis;
Q11921164;en;Eudoxus;Eudoxus son of Agathocles
Q11921164;nl;Eudoxus;
Q11921164;de;Eudoxos;
Q11921164;it;Eudosso;
Q11921290;ca;Eusebi Escolàstic;
Q11921290;de;Eusebios Scholastikos;Eusebius Scholasticus
Q11921290;en;Eusebius Scholasticus;Eusebios Scholastikos
Q11921290;fr;Eusèbe le Scholastique;Eusébios le Scholastique
Q11921290;it;Eusebio Scolastico;
Q11921290;la;Eusebius Scholasticus;
Q11921290;ru;Евсевий Схоластик;
Q11921290;sq;Eusebius Scholasticus;
Q11931249;en;Laon;
Q11931249;de;Laon;
Q11931249;es;Laon;
Q11931249;fr;Laon;
Q11931249;ca;Laó;
Q11931249;it;Laonte;
Q11931249;la;Laon;Laon Comicus
Q11931249;nl;Laon;
Q11951716;de;Theotimos;
Q11951716;en;Theotimus;
Q11951716;fr;Théotimos;Théotime
Q11951716;it;Teotimo;
Q11951716;la;Theotimus;
Q11951716;ast;Teòtim;
Q11951716;ca;Teotim;
Q11951716;sq;Theotimus;
Q11953937;ca;Umbrici;Umbrici Melior
Q11953937;de;Umbricius Melior;
Q11953937;en;Umbricius Melior;
Q37085;ga;Solamh;
Q37085;gu;સોલોમન;
Q37085;guw;Sọlomọni;
Q37085;hak;Só-lò-mùn-vòng;
Q37085;hi;सोलोमन;
Q37085;hy;Սողոմոն Իմաստուն;
Q37085;is;Salómon konungur;
Q37085;ks;سُلیمان;
Q37085;ku;Silêman padîşah;
Q37085;lad;Shelomo Ameleh;
Q37085;lbe;Сулайман идавс;
Q37085;lt;Saliamonas;
Q37085;mzn;سلیمون;
Q37085;nan;Só͘-lô-bûn;
Q37085;pa;ਸੁਲੇਮਾਨ;
Q37085;pnb;سلیمان (بادشاہ);
Q37085;sd;سليمان;
Q37085;sn;Soromoni;
Q37085;so;Nabi Suleymaan C.S.;
Q37085;tk;Süleýman pygamber;
Q37085;tt;Сөләйман пәйгамбәр;
Q37085;tt-cyrl;Сөләйман пәйгамбәр;
Q37085;ug;سۇلايمان ئەلەيھىسسالام;
Q37085;wuu;所罗门;
Q37085;yue;所羅門王;
Q39602;af;Ptolemeus III Euergetes;
Q39602;ar;بطليموس الثالث;
Q39602;arz;بطليموس التالت;
Q39602;cv;Птолемей III Эвергет;
Q39602;cy;Ptolemi III Euergetes;
Q39602;da;Ptolemaios III Euergetes;
Q39602;eo;Ptolemeo la 3-a;
Q39602;fa;بطلمیوس سوم;
Q39602;ga;Tolamaes III Euergetes;
Q39602;gl;Ptolomeo III Everxetes;
Q39602;grc;Πτολεμαῖος Εὐεργέτης;
Q39602;hu;III. Ptolemaiosz;
Q39602;ja;プトレマイオス3世;
Q39602;ka;პტოლემე III;
Q39602;ko;프톨레마이오스 3세;
Q39602;mg;Ptolemaiosy III;
Q39602;nan;Ptolemaios 3-sè;
Q39602;nn;Ptolemaios III Euergetes;
Q39602;oc;Ptolemèu III;
Q39602;ps;دریم بطلیموس اورژتس;
Q39602;pt-br;Ptolemeu III Evérgeta;
Q39602;ta;மூன்றாம் தாலமி;
Q39602;th;ทอเลมีที่ 3;
Q39602;tl;Ptolomeo III Euergetes;
Q39602;tr;III. Ptolemaios;
Q39602;uk;Птолемей ІІІ Евергет;
Q39602;wuu;托勒密三世;
Q120356489;el;Σαμμωνικός;
Q120356489;en;Sammonicus;
Q120356489;grc;Σαμμωνικός;
Q120356489;it;Sammonico;
Q120356489;la;Sammonicus;
Q120358641;de;Ankyrianos;
Q120358641;el;Αγκυριανός;
Q120358641;en;Ancyrianus;
Q120358641;es;Anciriano;
Q120358641;fr;Ancyrianus;
Q120358641;gl;Ancyrianus;
Q120358641;grc;Ἀγκυριανός;
Q120358641;it;Anciriano;
Q120358641;la;Ancyrianus;
Q120358641;nl;Ancyrianus;
Q120358641;pt;Ancyrianus;
Q120358641;pt-br;Ancyrianus;
Q120358641;sv;Ancyrianus;
Q120358752;la;Anastasius;
Q120358752;de;Anastasios der Kompilator;
Q120358752;el;Αναστάσιος;
Q120358752;en;Anastasius the Compiler;
Q120358752;grc;Ἀναστάσιος;
Q120358796;el;Άνθιος;
Q120358796;fr;Anthios;
Q120358796;la;Anthius;
Q120359574;de;Fortunus;
Q120359574;el;Φορτούνος;
Q120359574;en;Fortunus;
Q120359574;fr;Fortunus;
Q120359574;grc;Φορτοῦνος;
Q120359574;nl;Fortunus;
Q120359574;sv;Fortunus;
Q120361946;el;Μιλίχιος;
Q120361946;grc;Μιλίχιος;
Q120361946;la;Milichius;
Q120362968;es;Alaha Zekha;
Q120362968;fr;Alaha Zekha;
Q120362968;gl;Alaha Zekha;
Q120362968;it;Alaha Zekha;
Q120362968;nl;Alaha Zekha;
Q120362968;pt;Alaha Zekha;
Q120362968;pt-br;Alaha Zekha;
Q120362968;sv;Alaha Zekha;
Q120373620;de;Timotheos von Antiochia;
Q120373620;en;Timothy of Antioch;
Q120373620;fr;Timothée de Antioch;
Q120373620;la;Timotheus Antiochiensis;
Q120373642;de;Johannes der Chronist;
Q120373642;en;John the Chronicler;
Q120373642;fr;Jean le Chroniqueur;
Q120375277;it;Carminio;
Q120375277;de;Carminius;
Q120375277;en;Carminius;
Q120375277;es;Carminio;
Q120375277;fr;Carminius;
Q120375277;gl;Carminius;
Q120375277;la;Carminius;
Q120375277;nl;Carminius;
Q120375277;pt;Carminius;
Q120375277;pt-br;Carminius;
Q120375277;sv;Carminius;
Q120729071;gl;George Urtaya;
Q120729071;nl;George Urtaya;
Q120729071;pt;George Urtaya;
Q120729071;pt-br;George Urtaya;
Q120729071;sv;George Urtaya;
Q120729540;es;Yaʿqub ibn Zakariyyā;
Q120729540;fr;Yaʿqub ibn Zakariyyā;
Q120729540;gl;Yaʿqub ibn Zakariyyā;
Q120729540;it;Yaʿqub ibn Zakariyyā;
Q120729540;nl;Yaʿqub ibn Zakariyyā;
Q120729540;pt;Yaʿqub ibn Zakariyyā;
Q120729540;pt-br;Yaʿqub ibn Zakariyyā;
Q120729540;sv;Yaʿqub ibn Zakariyyā;
Q120729622;de;Pseudo-Diokles;
Q120729622;en;Pseudo-Diocles;
Q120729622;es;Pseudo-Diocles;
Q120729622;fr;Pseudo-Diocles;
Q120729622;it;Pseudo-Diocles;
Q120729736;es;Yahya ibn Adi;
Q120729736;fr;Yahya ibn Adi;
Q120729736;gl;son of Adi the Grammarian John;
Q120729736;it;Yahya ibn Adi;
Q120729736;nl;son of Adi the Grammarian John;
Q336115;sr;Теогнис из Мегаре;
Q336115;tg;Феогнид;
Q336115;zh;泰奥格尼斯;
Q336115;kk;Феогнид;
Q351239;ru;Исаак Антиохийский;
Q351239;cs;Antiochenus Isaac;
Q351239;de;Isaak von Antiochien;
Q351239;en;Isaac of Antioch;
Q351239;eo;Isaako de Antioĥio;
Q351239;fr;Isaac d'Antioche;
Q351239;he;יצחק מאנטיוכיה;
Q351239;hu;Antiochiai Izsák;
Q351239;it;Isacco di Antiochia;
Q351239;mg;Isaka avy any Antiokia;
Q351239;nl;Isaac of Antioch;
Q351239;tr;Antakyalı İshak;
Q351239;uk;Ісаак Антіохійський;
Q364379;en;Horapollon;
Q364379;ru;Гораполлон;
Q364379;ast;Horapol·lo;
Q364379;da;Horapollon;
Q364379;el;Ωραπόλλων;
Q364379;es;Horapolo;
Q364379;fi;Horapollon;
Q364379;fr;Horapollon;
Q364379;gl;Horapolo;
Q364379;he;הורפולון;
Q364379;hu;Hórapollón;
Q364379;id;Horapollo;
Q364379;ja;ホラポロ;
Q364379;mwl;Horapolo;
Q364379;nl;Horapollo;
Q364379;pt;Horapolo;
Q364379;pt-br;Horapolo;
Q364379;sl;Horapollo;
Q364379;sq;Horapollon;
Q364379;sr;Хораполон;
Q364379;sr-ec;Хораполон;
Q364379;sr-el;Horapolon;
Q364379;tr;Horapollo;
Q364379;uk;Гораполлон;
Q364379;zh;赫拉波罗;
Q364379;zh-cn;赫拉波罗;
Q364379;zh-hans;赫拉波罗;
Q364379;zh-hant;赫拉波羅;
Q364379;zh-hk;赫拉波羅;
Q364379;zh-sg;赫拉波罗;
Q364379;zh-tw;赫拉波羅;
Q443983;de;Aulus Postumius Albinus;
Q443983;en;Aulus Postumius Albinus;
Q443983;es;Aulo Postumio Albino;
Q443983;fr;Aulus Postumius Albinus;
Q443983;it;Aulo Postumio Albino;
Q443983;bg;Авъл Постумий Албин;
Q443983;ru;Авл Постумий Альбин;
Q443983;sq;Aulus Postumius Albinus;
Q443983;hu;Aulus Postumius Albinus;
Q443983;pt;Aulo Postúmio Albino;
Q443983;arz;اولوس بوستوميوس البينوس;
Q443983;cs;Aulus Postumius Albinus;
Q443983;el;Αύλος Ποστούμιος Αλβίνος;
Q443983;ja;アウルス・ポストゥミウス・アルビヌス;
Q443983;mul;Aulus Postumius Albinus;
Q443983;pl;Aulus Postumiusz Albinus;
Q443983;pt-br;Aulo Postúmio Albino;
Q443983;sk;Aulus Postumius Albinus;
Q443983;uk;Авл Постумій Альбін;
Q454652;arz;پروسپير اوف اكويتاين;
Q454652;ast;Prósperu de Aquitania;
Q454652;be;Праспер Аквітанскі;
Q454652;bg;Проспер Аквитански;
Q454652;ca;Pròsper d'Aquitània;
Q454652;el;Πρόσπερος της Ακουιτανίας;
Q454652;eo;Prospero Tiro de  Akvitanio;
Q454652;eu;Prosper Akitaniakoa;
Q454652;fi;Prosper Akvitanialainen;
Q454652;fy;Prosper Tyron;
Q454652;he;פרוספר אקויטאנוס;
Q454652;hr;Prošper Akvitanski;
Q561896;ru;Гай Семпроний Тудитан;
Q561896;sq;Gaius Sempronius Tuditanus;
Q561896;nl;Gaius Sempronius Tuditanus;
Q561896;pt;Caio Semprônio Tuditano;
Q561896;pt-br;Caio Semprônio Tuditano;
Q561896;ar;غايوس سيمبرونيوس توديتانوس;
Q561896;bg;Гай Семпроний Тудицан;
Q561896;el;Γάιος Σεμπρόνιος Τουδιτανός;
Q561896;he;טודיטאנוס;
Q561896;hu;Caius Sempronius Tuditanus;
Q561896;ja;ガイウス・センプロニウス・トゥディタヌス;
Q561896;pl;Gajusz Semproniusz Tuditanus;
Q561896;uk;Гай Семпроній Тудітан;
Q561896;zh;盖乌斯·塞姆普罗尼乌斯·图迪塔努斯;
Q561896;zh-hans;盖乌斯·塞姆普罗尼乌斯·图迪塔努斯;
Q561896;zh-hant;蓋烏斯·塞姆普羅尼烏斯·圖迪塔努斯;
Q583862;la;Crispina;
Q583862;en;Crispina;
Q583862;es;Crispina;
Q583862;sv;Crispina;
Q583862;ar;كريسبينا;
Q583862;fr;Crispine de Thagare;
Q583862;it;Santa Crispina;
Q583862;ja;聖クリスピナ;
Q583862;nl;Crispina van Tebessa;
Q583862;pl;Kryspina z Numidii;
Q583862;sw;Krispina;
Q583862;cs;Krispina Krispina;
Q616354;nap;San Lupo;
Q616354;br;Loup Troyes;
Q616354;ca;Llop de Troyes;
Q616354;cs;Svatý Lupus;
Q616354;cy;Lupus o Troyes;
Q616354;de;Lupus von Troyes;
Q616354;en;Lupus of Troyes;
Q616354;es;Lupo de Troyes;
Q616354;fr;Loup de Troyes;
Q616354;hu;Loup de Troyes;
Q616354;id;Lupus dari Troyes;
Q616354;it;Lupo di Troyes;
Q616354;ko;트루아의 루포;
Q616354;la;Lupus Trecensis;
Q616354;nb;Lupus av Troyes;
Q616354;nl;Lupus van Troyes;
Q616354;pl;Lupus z Troyes;
Q616354;pt;Loup de Troyes;
Q616354;pt-br;Loup de Troyes;
Q616354;sl;Loup de Troyes;
Q616354;sq;Lupus of Troyes;
Q616354;sw;Lupo wa Troyes;
Q616354;uk;Луп Труаський;
Q616354;vec;Lupo de Troyes;
Q616354;zh;特鲁瓦的卢;
Q648287;ca;Idomeneu;
Q648287;hu;Idomeneusz;
Q648287;sv;Idomeneus;
Q648287;en;Idomeneus of Lampsacus;
Q648287;fi;Idomeneus Lampsakoslainen;
Q648287;fr;Idoménée de Lampsaque;
Q648287;gl;Idomeneo de Lampsaco;
Q648287;he;אידומנאוס איש לאמפסקוס;
Q648287;id;Idomeneus dari Lampsakos;
Q648287;is;Ídómeneifur frá Lampsakos;
Q648287;it;Idomeneo di Lampsaco;
Q648287;nl;Idomeneus of Lampsacus;
Q648287;pl;Idomeneus z Lampsaku;
Q648287;ru;Идоменей из Лампсака;
Q648287;sh;Idomenej iz Lampsaka;
Q648287;sq;Idomeneus of Lampsacus;
Q648287;tr;Lampsakoslu İdomeneus;
Q648287;uk;Ідоменей з Лампсака;
Q648287;zh-hans;兰普萨库斯的伊多墨纽斯;
Q648287;zh-hant;蘭普薩庫斯的伊多墨紐斯;
Q660678;la;Maximinus;
Q660678;da;Maximin;
Q660678;arz;ماكسيمين من ترير;
Q660678;ca;Maximí de Trèveris;
Q660678;en;Maximin of Trier;
Q660678;es;Maximino de Trier;
Q660678;fr;Maximin de Trèves;
Q660678;id;Maximinus dari Trier;
Q660678;ja;トリーアのマクシミン;
Q660678;pl;Maksymin z Trewiru;
Q660678;pt-br;Maximin von Trier;
Q1502088;pt;Genésio de Arles;São Genésio de Arles|São Gens de Arles
Q1502088;it;Genesio di Arles;San Genesio di Arles|San Ginesio martire
Q1502088;es;Ginés de Arlés;Gines de Arles|Gines de Arlés|San Gines de Arles|San Gines de Arlés|San Ginés de Arlés
Q1502088;eo;Genesius de Arelate;Genesius de Arles
Q1502088;cs;Genesius z Arles;Genesius z Říma
Q1502088;ca;Genís d'Arle;Sant Genís d'Arle|Sant Genís d’Arle|Sant Genís Notari
Q921175;de-ch;Euphorion;
Q921175;ca;Euforió de Calcis;
Q921175;da;Euforion;
Q921175;el;Ευφορίων ο Χαλκιδεύς;
Q921175;en;Euphorion of Chalcis;
Q921175;en-ca;Euphorion of Chalcis;
Q921175;en-gb;Euphorion of Chalcis;
Q921175;fr;Euphorion de Chalcis;
Q921175;grc;Εὐφορίων Χαλκιδεύς;
Q921175;he;אופוריון מכלקיס;
Q921175;it;Euforione di Calcide;
Q921175;nl;Euphorion van Chalcis;
Q921175;pt-br;Eufórion de Cálcis;
Q921175;sl;Euphorion van Chalcis;
Q921175;sq;Euphorion of Chalcis;
Q921175;uk;Евфоріон Халкідський;
Q921175;zh;欧福里翁;
Q929311;en;Hegesias of Magnesia;
Q929311;arz;هجيسياس مجنيسيا;
Q929311;ca;Hegèsies de Magnèsia;
Q929311;de;Hegesias von Magnesia;
Q929311;el;Ηγησίας ο Μάγνης;
Q929311;es;Hegesias de Magnesia;
Q929311;fa;هگسیاس;
Q929311;fi;Hegesias Magnesialainen;
Q929311;fr;Hégésias de Magnésie;
Q929311;hu;Hégésziasz;
Q929311;id;Hegesias dari Magnesia;
Q929311;it;Egesia di Magnesia;
Q929311;nl;Hegesias of Magnesia;
Q929311;pt;Hegésias de Magnésia;
Q929311;pt-br;Hegésias de Magnésia;
Q929311;sq;Hegesias of Magnesia;
Q929311;uk;Гегесій Магнесійський;
Q929311;zh;马格尼西亚的赫格西亚斯;
Q968582;ar;سكنيتن;
Q968582;bg;Санхуниатон;
Q968582;ca;Sancuniató;
Q968582;de;Sanchuniathon;
Q968582;el;Σαγχουνιάθων;
Q968582;en-ca;Sanchuniathon;
Q968582;en-gb;Sanchuniathon;
Q968582;grc;Σαγχουνιάθων;
Q968582;he;סנכוניאתון;
Q968582;ja;サンキュニアトン;
Q968582;mwl;Sanconíaton;
Q968582;nl;Sanchuniathon;
Q968582;pt-br;Sanconíaton;
Q968582;tr;Sankhuniathon;
Q968582;zh;桑楚尼亚松;
Q1158563;ca;Damis;
Q1158563;en;Damis;
Q1158563;es;Damis;
Q1158563;fa;دامیس;
Q1158563;fr;Damis;
Q1158563;it;Damide;
Q1158563;ja;ダミス;
Q1158563;nl;Damis;
Q1158563;pt;Damis;
Q1158563;pt-br;Damis;
Q1158563;sq;Damis;
Q1314034;en;Severus;
Q1314034;it;Severo;
Q1314034;ast;Severos;
Q1314034;de;Severos;
Q1314034;fr;Severus;
Q1314034;nl;Severos;
Q1314034;sq;Severus;
Q1502088;en;Genesius of Arles;
Q1502088;la;Genesius;
Q1502088;de;Genesius von Arles;
Q1502088;fr;Genès d'Arles;
Q1502088;gl;Xenxo de Arles;
Q1502088;nl;Genesius van Arles;
Q1502088;pt-br;Genésio de Arles;
Q1502088;ru;Генезий Арльский;
Q1502088;sw;Jenesi wa Arles;
Q1502088;vec;Zenèzio de Arlés;
Q44024;tl;Atanasio;
Q44024;af;Athanasius die Grote;
Q44024;ast;Atanasiu d'Alexandría;
Q44024;bar;Athanasius vo Alexandria;
Q44024;be;Афанасій Вялікі;
Q44024;be-tarask;Апанас Вялікі;
Q44024;bn;আলেকজান্দ্রিয়ার অ্যাথানাসিয়াস;
Q44024;cy;Athanasios o Alecsandria;
Q44024;de-ch;Athanasius der Grosse;
Q44024;eu;Atanasio Alexandriakoa;
Q44024;ga;Atanáis Chathair Alastair;
Q44024;hyw;Աթանաս Ալեքսանդրացի;
Q44024;lt;Šv. Atanazas Aleksandrietis;
Q44024;mg;Athanase d'Alexandrie;
Q44024;ms;Athanasius dari Iskandariah;
Q44024;nn;Athanasius av Alexandria;
Q44024;ps;د اسکندريې اتاناسيوس;
Q44024;pt-br;Atanásio de Alexandria;
Q44024;sq;Athanasi i Aleksandrisë;
Q44024;ta;அலெக்சாந்திரியா நகர அத்தனாசியார்;
Q44024;th;อะทาเนเชียสแห่งอะเล็กซานเดรีย;
Q44024;tr;İskenderiyeli Athanasius;
Q44024;vec;Atanàzio d'Alesàndria;
Q44024;vi;Athanasiô thành Alexandria;
Q44024;vls;Athanasius van Alexandrië;
Q44024;wa;Sint Atanaze d’ Alegzandreye;
Q44024;wuu;亚他那修;
Q44024;yue;聖亞大納削;
Q63389;de;Lucius Neratius Priscus;
Q63389;en;Lucius Neratius Priscus;
Q63389;fr;Lucius Neratius Priscus;
Q63389;nl;Lucius Neratius Priscus;
Q63389;ro;Lucius Neratius Priscus;
Q63389;es;Lucio Neracio Prisco;
Q63389;la;Lucius Neratius Priscus;
Q63389;pt;Lúcio Nerácio Prisco;
Q63389;pt-br;Lúcio Nerácio Prisco;
Q63389;arz;لوسيوس نيراتيوس بريسكوس;
Q63389;bg;Луций Нераций Приск;
Q63389;ca;Neraci Prisc;
Q63389;el;Λεύκιος Νεράτιος Πρίσκος;
Q63389;ko;루키우스 네라티우스 프리스쿠스;
Q63389;pl;Neratius Priscus;
Q63389;ru;Луций Нераций Приск;
Q63389;sq;Lucius Neratius Priscus;
Q63389;uk;Луцій Нерацій Пріск;
Q113417;ca;Terpandre;
Q113417;cs;Terpandros z Lesbu;
Q660678;ru;Максимин Трирский;
Q660678;sl;Maximin of Trier;
Q660678;sq;Maximin of Trier;
Q660678;sw;Masimino wa Trier;
